"scenario","year","variable","value","units","version"
"ssp119 conc",1750,"CO2_concentration",277.307696518352,"ppmv CO2",3.1.1
"ssp119 conc",1751,"CO2_concentration",277.333767274168,"ppmv CO2",3.1.1
"ssp119 conc",1752,"CO2_concentration",277.360411249097,"ppmv CO2",3.1.1
"ssp119 conc",1753,"CO2_concentration",277.38785835907,"ppmv CO2",3.1.1
"ssp119 conc",1754,"CO2_concentration",277.41514984978,"ppmv CO2",3.1.1
"ssp119 conc",1755,"CO2_concentration",277.441201988851,"ppmv CO2",3.1.1
"ssp119 conc",1756,"CO2_concentration",277.463924278719,"ppmv CO2",3.1.1
"ssp119 conc",1757,"CO2_concentration",277.452166114083,"ppmv CO2",3.1.1
"ssp119 conc",1758,"CO2_concentration",277.444471464913,"ppmv CO2",3.1.1
"ssp119 conc",1759,"CO2_concentration",277.452393169087,"ppmv CO2",3.1.1
"ssp119 conc",1760,"CO2_concentration",277.47135648327,"ppmv CO2",3.1.1
"ssp119 conc",1761,"CO2_concentration",277.495601278139,"ppmv CO2",3.1.1
"ssp119 conc",1762,"CO2_concentration",277.523134956238,"ppmv CO2",3.1.1
"ssp119 conc",1763,"CO2_concentration",277.418393531555,"ppmv CO2",3.1.1
"ssp119 conc",1764,"CO2_concentration",277.300263642387,"ppmv CO2",3.1.1
"ssp119 conc",1765,"CO2_concentration",277.244464273739,"ppmv CO2",3.1.1
"ssp119 conc",1766,"CO2_concentration",277.238360954982,"ppmv CO2",3.1.1
"ssp119 conc",1767,"CO2_concentration",277.21224093059,"ppmv CO2",3.1.1
"ssp119 conc",1768,"CO2_concentration",277.169799163108,"ppmv CO2",3.1.1
"ssp119 conc",1769,"CO2_concentration",277.159098829345,"ppmv CO2",3.1.1
"ssp119 conc",1770,"CO2_concentration",277.17975243561,"ppmv CO2",3.1.1
"ssp119 conc",1771,"CO2_concentration",277.199305594471,"ppmv CO2",3.1.1
"ssp119 conc",1772,"CO2_concentration",277.227045620387,"ppmv CO2",3.1.1
"ssp119 conc",1773,"CO2_concentration",277.268170674059,"ppmv CO2",3.1.1
"ssp119 conc",1774,"CO2_concentration",277.317655588789,"ppmv CO2",3.1.1
"ssp119 conc",1775,"CO2_concentration",277.369148139933,"ppmv CO2",3.1.1
"ssp119 conc",1776,"CO2_concentration",277.422185404864,"ppmv CO2",3.1.1
"ssp119 conc",1777,"CO2_concentration",277.475953451991,"ppmv CO2",3.1.1
"ssp119 conc",1778,"CO2_concentration",277.528785156169,"ppmv CO2",3.1.1
"ssp119 conc",1779,"CO2_concentration",277.58010627234,"ppmv CO2",3.1.1
"ssp119 conc",1780,"CO2_concentration",277.630922041525,"ppmv CO2",3.1.1
